tweet_id	text	label
1333413081083310081	There are Lies, Damn lies, and Statistics.https://t.co/0vae3YKLb8From my earlier tweet I indicated only 1 person who received the vaccine got sick.According to CDC severe Covid infection means hospitalization. So the 1 person who got sick wasn't admitted to the hospital.	0
1386707720317935617	@basakcoruhUW @nickmmark I think what hurts the most is that the physicians who are prescribing these treatments there are not the ones seeing patients with COVID in the hospital, you know?	0
1375292877195120640	@Tempid_ I actually tested positive for covid. Was only sick for 2 days though. Never lost taste/smell. Just had fever, sore throat, and body aches.	1
1350649856830828546	@IA___09 @leighjoyus @lc5190 @FlatEarthCity It’s “Hospitalized” and who would get a vaccine for a illness that lasts 98% of the population a few days to feel better and a 98% survival rate - all the people I know that tested positive are fine now (more than 20 &amp; most wear masks) #COVIDIDIOTS @charliekirk11	0
1377254105752690696	A year ago, on this date, I made the decision to bring my husband of 20 years to the hospital for a severe COVID infection. I remembered how scared he was, how much he fought with me not to go to the hospital bc he feared he would never see us again and how much I stayed up the	0
1383590378712956929	One week back from Daytona, my whole family gets really sick, but all of them are negative for Covid. I feel 100% fine and test positive. 🤨	1
1388238564220030977	@TheDamaniFelder I still don’t know anyone who died of COVID. I do know two people hospitalized from the vaccine, one of them nearly died,	0
1373218284129157120	@PointCrow Honestly just a text back from her telling me “goodbye, I love you”. My girlfriend just messaged me one day that she was going to the hospital for covid, today just hit a full week of her being dead	0
1385316180739624972	I have Covid. Yaay... 🙄🙄 Went to get tested, basically as a formality (roommate tested positive, his gf and I have his exact same symptoms... I’m sure it’s just allergies 😛😛). Send your prayers, positive vibes, etc. (I’m already protected against hexes, curses, etc.) ♥️♥️	0
1386017989053624320	@AntiLockdownAl2 @Rainbowandsteel Totally ...someone got the jab i know and then tested positive for covid ....had to isolate ..pile of shite.	0
1326482267913515013	I feel like we dont talk about this enough. New Zealand will keep you in a COVID camp til you agree to be tested. Then if you show positive you cant leave til you have the vaccine.Fascism is coming back fast.https://t.co/2mAhp64Dc4	0
1384105411607814147	@JonathanTaylorX @zoeharcombe I don't accept governments initiated UNWARRANTED concern.It's a deadly pandemic &amp; governments don't want vast numbers of citizens to end up in hospital from COVID nor die from it.I've had recommended vaccinations over my 73 years.I WANTED this even BEFORE it was available! https://t.co/MHHa45JVTH	0
1378083348334178307	One of the nurses I've been interviewing for a year just texted to say that her floor is being converted to a COVID wing again because they have too many patients in the hospital. For the fourth time. Be careful people. This sucks.	0
1384541171062611970	@chrisforgione8 @PlauDD @PGATOURComms What an odd thing to assume I’m lying about, they’re all in medical field vaccinated in December and yes a handful have tested positive for covid in last 3 weeks.	0
1383184499534663683	@sammylynn_ Yes super weird, I mean I’ve had over 30 encounters with covid + people &amp; I haven’t had any symptoms or a positive test. Hand hygiene is very important!	0
1386544834308042752	@yxung_i @mq1ie @theCooingDove @teatuahere @alexavrgss the issue of covid is the hospitalization rate. since it's highly contagious, people will still get sent to the hospital. hawai'i doesn't have a lot of hospitals, and because of the infrastructures, can't afford having them filled with people who wouldn't otherwise be there.	0
1387968398127206401	@Foxyzilla Sneezing and the runny nose are pretty positive signs that it's not covid, sounds like just the regular flu. But i would still get tested, better to be safe than sorry.	0
1303158275106639872	I’m going to get a vaccine in like December and think I dodged it, and then in like 20 years find out I had it last February because I get diagnosed with the super rare cancer all the covid survivors end up getting.	0
1385398326863044612	@lenfantbon @jacobjamesrich @robbysoave I’m cherry picking in response to your cherry picking which seems fair. Japan doesn’t test. The US tests at high cycle and declares everyone who dies with a positive to have died with Covid	0
1334531743274192896	After spending 12 days in the hospital (non-COVID), I can confirm that #healthcare workers are working harder than any person should have to. I don't know how they manage to do it all. And efforts to support #healthcareprofessionals should not stop when a vaccine is released.	0
1387867920655523840	Yesterday, in India, more than 379k people were diagnosed w/ COVID. Modi fiddles while Delhi languishes. I recreated my opening title for our doc on Trump's failures. #ResignModi is now on @rariblecom with 80% of the sale donated to relief #NFTCommunity https://t.co/XesU3aKlH5	0
1385203064303407108	🚨⭐️Efficacy of TMPRSS2 inhibitor camostat mesilate in patients hospitalized with #Covid19- double-blind randomized controlled trial. 200 mg t.i.d. camostat mesilate is NOT an effective treatment for hospitalized pts w Covid19 @EClinicalMed @TheLancet  https://t.co/JIuiphMUWP	0
1387111672918183938	@jhaskinscabrera What’s so interesting to me is that the hospitals are filling up with vaxxed people who now have covid and no one is reporting it to vaers !! My pop had the shot and is now a rona victim in the hospital , so what they are doing is criminal	0
1376858642843115522	@ashishkjha Please advise...my GP is advising me NOT to get 1st vaccine. I had Covid in Dec &amp; rcvd an antibody infusion. I tested positive for antibodies last week. She feels I’ll get sick from vaccine and I should wait. I’m 57 with co-morbidities who trusts her doctor... but....	1
1373717784350298112	At least 3 candidates tested positive for #COVID19 during petitioning. I have been quarantining after 2x contact with someone else who tested positive. This is still very much here, real, and a NYC problem. Please get vaccinated if you can — and do not let down your guard.	0
1388214380202893316	@kendra_mk13 I wear a bun every day- I find it more comfortable than a ponytail and my braids tend to come undone. In the ER and on surgery it’s very common to wear scrub caps, and even more common since COVID. I will admit I’m in California where dress codes are less strict.	0
1386861418054447104	FLORIDA GETTING WORSE: COVID Positivity Rate Rises Again #SmartNews - I hear ppl complimenting DeSantis for keeping businesses open.  Almost 35,000 are dead. He never says a word about the sick, the hospitalized, or the dead. DeSantis has done so little. https://t.co/qasPdzoAhh	0
1384991428498055168	@BigTucsonDad Haha this happened to me last week!! Less than 24 hours before my scheduled apt I tested positive for COVID.	1
1377318455108587524	@DontBurnThePig_ @Shipt I worked a half day then left and I work from home! I am just not feeling well at all. Plus, a couple members of my family have now been tested positive for COVID. Hoping I don't have it.	0
1343976723768074240	"@CRRJA5 @AliceBoyer13 IT'S TRUE - ""Australia on Friday canceled a roughly $750 million plan for a large order of a locally developed coronavirus vaccine after the inoculation produced false positive test results for H.I.V. in some volunteers participating in a trial study.""https://t.co/u2uW4t7K5P"	0
1386690081298259969	@stlgirlinlex I wish people would just take their 2nd dose. You know what’s really going to be a bad side affect. If they are hospitalized with Covid &amp; they get that bill. 😬	0
1382428605855145986	Lmao. So I edit my negative Covid test to a positive and I told her she’s gonna have to quarantine with me now &amp; she said“Stop”“No”“shit” 😑 #IHateHer	0
1375115274236555268	Ugh my husband went out to get beer yesterday and one of the girls at the counter who tested positive for COVID was STILL working and gave him his stuff wtf. Why were you still at work. I pray my family and I don’t get it.	0
1381964205935394819	@banterbear He was then taken to hospital, allegedly contracted covid &amp; died.  3 days of not eating or drinking anything would have got him into a bad state so susceptible to disease.  I don't trust what the NHS say though; they could have messed up.  But so many elderly would have fallen.	0
1379982239971352576	@beckystlouis @Jalbarron13 Doubt I’ll be in hospital 6 days or hubby 24 ....that’s what covid did to us	1
1381726684534206467	@realtommyandert @ianbrown Stop spreading misinformation that number includes people who have tested positive and died 28 days later of clear alternate causes but were counted as Covid deaths, I am talking about deaths with Covid as the sole cause of death so please stop spreading propaganda.	0
1378024765764538369	@AP I’m concerned, I’m fully vaccinated and I had to get COVID test I was supposed to have surgery on Monday, was notified yesterday that my surgery was cx because my Covid test came back positive 😒🥺🤦🏻‍♀️	1
1381212991983599618	@SayingLind @YardleyShooting The move to telephone appointments with GP’s &amp; in the hospital environment has been planned for several years by NHSE ... Covid has facilitated this process .. this is not acceptable &amp; people need to challenge the system! .. I have been for 12 months &amp; I work for the NHS	0
1382000441119154191	@Dr2NisreenAlwan my 23 yr old had covid in January and is now diagnosed with long covid. She’s tried to go back to work with little success. Doctor wants to sign her off. Her manager said she doesn’t think she think she has long covid, it should be cleared now, it lasts 3 months	0
1293086667427979264	Polling is showing that nearly 1 in 6 of people in the UK would not take a novel Coronavirus vaccine. I honestly don't know what is wrong with people. Far too many selfish people who'd be the first to beat a path to the hospital if they contracted COVID19.	0
1388598484996141065	I tested positive for covid yesterday. 🤢🤒	1
1382471005210341383	@DoorDash as if you guys can’t get any worse. You had a driver in my store today that was still making deliveries after he tested positive for Covid. We had to temp close for a deep cleaning cause of him. Now I’m def not using you guys anymore. #doordash #covid #youcantmakethisup	0
1381396895583571975	Six months to the day since I had COVID and I finally had a good run without feeling like an elephant was sitting on my chest. And I had mild Covid - felt like a truck hit me for 2 weeks but never hospitalized. So GET YOUR SHOT!!	0
1388863272724611073	@jcoastbklyn @JoeConchaTV 💯. I won’t go for exactly these reasons. I had COVID 5 weeks ago and my 1st shot...doc tells me I may test “false positive” for the next 3 months, further proving the absurdity of this moronic “rule”.	0
1383252746522939392	I’m just trying not to end up in the ER with covid right now. 😅	0
1387307369508458497	Fuuuuuuck covid. Lost another family member to the damn virus today. I never want to feel numb about this even tho we’re all grieving something/someone every day. Praying the Philippines turns a corner soon. 2 are still in the hospital.  Pls keep them in your prayers. 😔🙏🏽	0
1337808972292759553	"I see young people posting on social media ""taking Nan/Grandad to the hospital to get their vaccine"", you could be giving them COVID19 on the journey there 🤦🏻‍♂️ Jesus people are such attention seekers 🤣"	0
1343348857111908353	@ShadowBoxer1961 @larryelder Nurses were dancing when the Vaccine came out! Maybe you don't, but I know people who have been hospitalized with #COVID19, and I also know people who have died. My Nephews 8 year old almost had to be hospitalized. #COVID19 is no joke!	0
1380086552731209729	@elainepanting @crbarnes001 Well apparently I have 'long covid' (thats what I'm being treated for) but I'm still as yet to see a positive covid test because what they said (on my notes) was I had flu 😆😆 Work that out 😂	1
1379833418662473729	@EwenPearson2 @WelshGasDoc Well going by the graphic it’s a higher risk than being admitted to ICU because of covid for under 30’s so no I wouldn’t count that as tiny risk. The vaccine shouldn’t be riskier than the illness. It’s only under 30’s having a different vaccine for a reason	0
1379169720855838727	I got Covid tested today and my eyes didn’t even water when they swabbed me ☺️However I did cry when my results came back positive and I learned I got it from work 😭	1
1351456070749868032	"@ScottJFletcher ""How do we know the vaccine isn't causing the spike in illness?""Of the ~4k people admitted to hospital with coronavirus *every day* at the moment, I think we would have heard if lots of them had already been vaccinated. It would be quite a big story."	0
1353528276472320000	I have a family member in the hospital who is at most an hour away from passing. Right now, hospital staff are just trying to make sure he stays somewhat comfortable. Please please do all you can to slow the spread of Covid. Wear your masks, stay distanced, and get the vaccine.	0
1375025248333103105	@AidenSavo Don't worry shagger, COVID status is different to vaccine status. Just whack a fucking swab up your nose before you go town then you're laughing - I believe entry would only come down to negative vs positive status.	0
1387125726629924864	We will continue to offer PCR testing for people with symptoms or an exposure to COVID and to confirm any positive Antigen test results. I appreciate the enormous email response regarding our decision last week to halt COVID testing.	0
1373168148736835587	I will not get the Pfizer vaccine I pfeel just pfine. Will not be vaccinated by any brand, unless mandatory #COVID19 record is required to board an airplane or leave the country. There is just not enough data and not a single person in my family has yet to test positive.	0
1338962844155584513	@usa67us @Magmag77711777 @HLAurora63 I don think it was covid that sent her to the hospital. It was the side effects of the vaccine?	0
1358531008010870789	@nadhimzahawi How many have now died?  Why aren't they being recorded as vaccine deaths?  I.e. in the same way you count covid deaths - positive test (possibly false) for SARS-CoV-2, then death from ANY cause and it's a covid stat	0
1360578848052703235	@rdotinga @medpagetoday On my own. I donated blood last week that will be tested for covid 19 antibodies. If positive, then I got the real vaccine, negative placebo. I'm taking back my health and safety and will be able to make an educated choice to receive the emergency use auth vaccine. Too me it's...	0
1385723718375251968	@LozzaFox Have you had covid @LozzaFox?? or anyone close in your family? Some of your woke views I agree with.. but when my family has been through hell and back when I tested positive and you're out there not giving a toss... you lost every ounce of empathy I thought you had #gutted ☹	1
1341944586504175619	Just found out my lovely, brave DIL who works as an RN on front line in the Hospital has covid, just when she was supposed to get her vaccine.  Trump withholding PPE led to her and colleagues having to reuse N95 masks and making their own face shields. No words....	0
1363928321080311813	I’ve just received a text saying the hospital I gave birth in last year is inviting me for the Covid vaccine. I’m under 40, no pre-existing conditions. I participated in a clinical trial whilst in hospital - could this be the reason? Or error? #vaccine	0
1328873355915702272	@KerriMPR I know this tweet is a day old, but here is my question. If someone gets the vaccine they still have a chance to get sick just like the flu shot.....BUT can they still test positive for coronavirus if they get sick or at all? Does this vaccine make you test negative?	0
1382017046922240003	half of our household tested positive. only ones left w/o covid are me, a child, &amp; a 90-year-old. holding out hope that we don't get infected but who the fuck knows at this point. tried asking the LGU health center for help, turns out they take no other action but record names	0
1383122351785705473	@BridgetPhetasy People are bad at risk analysis.My calculations put stroke risk from the J&amp;J vaccine at 0.0010588236%.The stroke risk for those diagnosed with covid is 1.4%.https://t.co/BqsV96uhIQ.	0
1386813953154633729	... into A&amp;E with potential COVID. He looks at them and said ‘no I definitely have it, I tested positive’ Honestly what an idiot, everyone steps back within his breathing space, he looks perfectly fine but the amount of poorly old people in here that could potentially catch that	0
1373411135857246208	@softbbmchi Like as I quote “Damn I wish I had Covid I could cough all over a partners dick and lick all spit off”“ we could kiss and make each other sick and then fuck in the hospital with one of the doctors watching us”😬	0
1378374389503307780	Covid test came back negative!!! So I started a Zpack💊! I’ve never been so excited to be diagnosed with a sinus infection!	0
1381059355504746496	@DurstMarilyn @w_terrence Gee I wonder why we don't test positive for covid every time then lol	0
1388970405340327936	also was just crying because I realised that when we can go and see harry styles we'd have to take a covid test to get in and I just imagined like what if I do the test and it's positive and I can't see harry styles I wouldn't cope	0
1380546318217719810	@nypost Such a serious and difficult procedure.  I know a 58 yo Covid long hauler who has been hospitalized 3 times and has learned this may be an option for her	0
1356419012859621377	@mercedesschlapp @JoeBiden I am 67 yrs old I was just in ICU in October with virul and bacterial pneumonia at the same time! I was basically dead when they got me to the hospital! They got me back with a respirator they drained 5.6 liters of fluid from my lungs🥵! But I  can't get the Corona19 vaccine why?	0
1386693114786574344	@j0vintage It’s more damaging than anything but it makes me happy I was able to catch this before it caught up to me bad. Took a whole pandemic and almost being hospitalized w covid to realize I wasn’t the do it all super woman I thought I was😅	0
1383623674901663747	@thomaskaine5 @proudCanadavet My sis in law just got admitted to hospital in NY for Covid. Wish her the best and keep your fingers crossed.	0
1360660257744162822	Another excellent thread on vaccine prioritization. I have a rare(ly diagnosed) disease; it’ll never be on a vaccine priority list, because no one will ever research the impact of Covid-19 on it. Doesn’t mean there is no impact, or that I’m not #HighRiskCA #HighRiskCovid19.	0
1386688717042200583	@DearAuntCrabby I heard VP Harris was slammed by one of our not so illustrious Texas Lawmakers.   He LIES like the rest of the Qpublicans.  People picked up by Texas Border Patrol are screened and tested.  If they are CoVid positive, they are Quarantined.  Our Governor, Lt Gov,	0
1386027849635696641	@ChrisCuomo @CuomoPrimeTime hey Chris, just wanted to say everyone should get the vaccine. I am 68yrs young and although not diagnosed, I believe I had Covid (for the better part of a year. What a difference the vaccine has made in my everyday life.	0
1373672860544233474	@chipfranklin @RandPaul  is a nutbag.  Lets not forget he created his own lil ophthalmology Board, to avoid having to follow the rules of recertification every 10 years.   I wouldnt let him get near my eyes.  He also exposed fellow Congress members AFTER he tested positive for Covid	0
1382370468758441986	Update: I tested positive in January. I received the first dose of the Pfizer vaccine yesterday. Today I have the same symptoms that I had Day 2 of Covid.	1
1381886198541643776	@thedalstonyears I caught covid in hospital. Possible source: Four bed rooms, multiple staff, rotating single visits to rooms and exposure to eight staff during surgery in small room. Windows closed at night, sometimes daytime too. New infection control hospitals have single rooms.	0
1380896355644801034	@Molson_Hart Wow. I have heard of two reliable sources I know who got Covid twice as well. And I know somebody who was 10 days in the hospital got pneumonia and just had an ischemic stroke a few weeks ago.	0
1376108584912756738	As #lockdowns are lifted it would be helpful to know how many #school children are back at home because #pupils or #teachers have tested positive for #Covid19. I think the daily tally should be publicised.@BBCNews @itvnews @NUJ_LFB @TheBristolCable	0
1377077970876002306	@BigCrogan the lower efficacy is actually the result of it having been tested (unintentionally i think) against covid variants in south africa and stuff, which actually makes it all the more remarkable because even folks who were infected with the variants did not dieor get hospitalized	0
1353783313102741506	@Cleavon_MD @4msfreddy Really?  I’m recovering from Covid (diagnosed on Christmas Eve day and slept for 2 weeks straight) and still don’t feel great. I really wish the vaccine had been available to me before I was infected. My advice to anyone with doubts:  Get the vaccine. Covid is no fun.	1
1335970683550134272	Praying my mum receives the vaccine really soon. Its hard enough for her to be diagnosed with terminal cancer..made even worse that she’s so high risk she’s basically to stay in and see no one. We don’t know how long she has.. but every day counts. #COVID #vaccine #vaccination	0
1376129346549780480	@Kidfears99 Even with a pump my wife has been hospitalized twice in 2 months with DKA.Covid and diabetes has been very hard on her.Glad I found your account, makes me feel like someone understands our pain. https://t.co/vfmh63u4mn	0
1343599159094341632	@BeingYouToFull @motherrunner85 Up with their own provider.  Horrible that we push vaccines in hospital when pts are already compromised. Eventually I will be forced to walk away when the tell me to take flu shot or be fired. NEVER  and never to Covid vaccine.	0
1373059260293259265	Covid Is really preventing me from staying in the hospital with my gma and I’m beyond pissed	0
1329981228703903744	@matthewladner @JayBarbuto Is this a joke to you? I work in hospital &amp; COVID census is increasing. Today we had almost 4500 new cases in AZ. We are about to head into darkest days of pandemic &amp; you’re making jokes? Vitamin D isn’t going to save you &amp; widespread vaccine distribution is months away. Grow up	0
1388513234995515393	The “Maier Pair” was merciless, stooping so low as to taunt us on a flawlessly executed 2 on 0 rush with a “you take it, no you take it” scoring chance.  At the other end of the ice, I was coughing up the biscuit like a Covid patient in ICU, leaving The Flying Frenchmen to fend	0
1374018663196487681	@kyle_teamjoe @Pineapple_n_ham @FR4NKY20 @honeyspidey @AmyW36 That's possible. I had all the symptoms of covid in a mild form for 2-3 days after. Maybe it's a false positive? I would get tested again. Either way, the vaccine is proven to give protection, though it takes time to set in. So hopefully you get better soon.. I also got pfizer.	0
1382705469211426819	@elizacollins1 ~2% chance of dying if you’re diagnosed w/COVID-19 &amp; you’re unvaxxed. If fully vaccinated, chance of dying is ~.0001% (1/1 mill). That means you’re about 20,000x more likely to die if you’re unvaxxed than fully vaxxed. Can you think of any more obvious a bet than this?I can’t	0
1376652312496734211	@ClaireNewton79 @DailyExpose2 To be fair I've never heard COVID linked to miscarriage even thought it's statistically certain some women must have miscarried following a positive test.	0
1388090221842030595	@RenayHuntG @rell_island6 @IamCalebFarley He had tested positive for COVID; but I think later had a negative test.	0
1361286551032979459	I love how when 120k people die of ANY reason within 28 or 60 days of a positive test, everyone accepts it was definitely covid, but if people have a reaction or die after having the vaccine... Nope, it was just coincidence!!!	0
1353057798196654081	Update: I tested positive for covid19..I literally stayed away from everything and followed all the guidelines closely.. 😥 I was exposed days before my vaccine..The timing of this all 🤦‍♂️(I feel fine now. Results took long enough that my symptoms are all resolved)	1
1388757079834439683	@mowgli1977z @PaddyPickard I have known nurses really bugger up blood tests, cannula insertions, and the like. But that’s not the same at all as a simple injection. While this isn’t done for the COVID-19 vaccination, I have had injections in hospital where they “inject” you through the unbroken skin.	0
1373370341943300097	@KrisWilliams @ww_us Back in Sept. I ended up in the hospital. Not Covid related. I lost 20 lbs in 8 days &amp; lost 25% of my muscle mass.	0
1382813318251876352	Thursday's COVID numbers:➡️1,646 new COVID cases in Alberta on 17,198 tests (9.6%+)➡️5 new deaths, up to 2,034➡️416 in hospital (-4), 86 in ICU (-6)➡️16,223 active cases (+654)My heartfelt condolences to the families of those we lost.	0
1379402775537278977	Wish I would have known varane was gonna test positive before I placed my bet yesterday 😃 this covid bs really fcking up the betting game	0
1386059706343596033	@WynnWs I, too, spent 7 days in the hospital and 7+ weeks on oxygen due to Covid. #PleaseGetVaccinated	1
1383084869970845699	just tested positive for Covid-19, despite my vaccination 😳#COVID19 https://t.co/8biIvniSLs	1
1378756948699574273	@hellodumdums4 @2muchcoffee4me @DarrenDreger Well seeing as 80% of people who were hospitalized due to covid were obese, I’m betting these guys will be fine. Damn buddy who pooped in your corn flakes	0
1384932392452993031	I know that the second dose is gonna kick my butt. I rather have the side effects kick my butt for a day or two than actually having #Covid and wind up in the hospital or dead.	0
1388143517298536457	DCPS Covid data for 4/29 are up. The number of staff who have tested positive passed 200, and I want everyone to reflect on the implications of that number. Makes me sad, angry, and exhausted all at once. #DCPSCovidCases https://t.co/wsOR1DUvt4	0
1326168172915986438	@TWIT_ANTHONY @realDonaldTrump So I'm clear the president of American tested positive for covid got treated was good to go in less than a week, and you saying the hide the vaccine until he lost? Wht would have happened if he won. Tryna understand your theory, for needing to think your not crazy for this.	0
1381605369592619011	@SaintRPh It's the single shot thing.Also, I do believe the efficacy is higher when you include that if you *do* get COVID anyway, there's like zero percent chance you get sick enough to go to the hospital (or die).	0
1379595295928037379	@malonespeaking A buddy I have known for 45 years is in the hospital with COVID and has needed a blood transfusion. Burns me that people think it’s a hoax. GET THE DAMN SHOT!!!	0
1374556544600207365	@thesmasherboi yes, I do know that..all I was saying was that across all CBP stations in the US, they only had 48 who were COVID positive..they are tested BEFORE they are released and let into the US..but Abbot is trying to make THEM take the fall for the upcoming infections..and  good for them	0
1379891406118871041	Curious about something. In the last year, have you had to quarantine after being notified that you came in contact with someone that tested positive for covid?I have not.	0
1387093414097956874	Do I Have to Wear a Mask if I'm Vaccinated Against COVID-19? CDC Updates Guidelines https://t.co/xEGVU0Ck2Y I say yes , take it from me who was tested positive for Covid 19 last week folks ! be safe and let the vaccination work! but let others be safe around you !	0
1372183022166941697	🌟”Doc, if I get the #vaccine, will I test positive for #COVID19?”No. The COVID-19 vaccine won't cause your COVID-19 test to be positive.  https://t.co/tceiZFbF5Y	0
1374345090936664069	#NationalPuppyDay 🤗 I picked up my baby “Corona” from the shelter 7 days before COVID shutdown. 2 weeks later, I was diagnosed with cancer. He’s been my constant companion throughout it all. They said he’d be 40-60lbs ... He’s 101lbs 🤣 💛 https://t.co/bHmyIp5K3l	0
1379826717607534592	@JamesABeemer1 @RealCandaceO I know quite a few people who died from Covid19, others had mild cases, but still have no taste or smell, yet more were hospitalized and very ill. You must lead a very sheltered life.	0
1384027630219894787	@MrBeast I see you giving money to people all the time I could really use it I tested positive for Covid and can’t work 🥺.	1
1381541862524252160	@JamesMelville If you die within 28 days of a positive test, even if it’s a heart attack or stroke, it goes down as a CoVid death statistic.If you die within days or even just hours of the injection, it’s just bad luck or coincidence.And people accept this nonsense!?Words truly fail me...	0
1378016399596081160	@WackoWizard5 @stealthygeek @AP I’ve traveled multiple times over the past year and got tested for Covid after each trip. NEVER ONCE TESTED POSITIVE.	0
1362184567076093953	"Monday: ""I can finally sign up to get the COVID-19 vaccine!""Today: ""The result of your COVID-19 test is positive.""😐On the plus side, at least I'll have a participation award for this strange year of our lives."	1
1373742564977733633	Goshen’s Bobby Villa, 37, was in the hospital for 80 days at Kaweah Delta. He was discharged on Wednesday after being in a coma for over a month. “Covid’s real. I advise everybody to get vaccinated.” https://t.co/9QqWolaaPA	0
1386814339559170054	@kanyewest Let me tell you how powerful your music is to me. I’m currently in the hospital battling COVID pneumonia and it’s been a rough road for me. I’m separated from being around my children I can only video chat them or call them.	1
1382721428324290564	Yoooooo so apparently one of the students I taught on Monday tested positive for Covid and I was all up in everyone's computers that day so I have to go get tested 😩😩	0
1373657400331407373	@JGrimesPhd Yep. I'm trying to get a virtual conversation going about #bullyinginacademeCOVID, having my anxiety and depression diagnosed (and going on meds), and having time to ruminate has made me realize how hostile academia is. I want to start a conversation but sharing my experiences.	0
1365126880777678855	I made it through 99 days straight substitute teaching and 3 days away from my second dose of the vaccine, to find out on the 100th and last day of my substitute gig that not one, but two students tested positive for covid. Life can be a real bitch sometimes.	0
1321323152874430464	@EyeOfThe_Tyler If you’ve ever been subject to the childhood vaccine schedule, had the chickenpox, or any flu growing up as a kid then you have some form of the Covid family strain in you. Like I said quite literally anyone could test positive. The question would be is if it’s a number 19	0
1378069754104184845	@thomaskaine5 With my household only. We have been exposed to COVID and are awaiting our test results. So close to the end (any adult can get vaccinated now in MN). I’m sad and worried—about having COVID and the person close to us who tested positive.	0
1377641338603192321	"Just had someone come into my office w/out a mask &amp; say, ""We're all gonna die sometime..."" I've had 2 ppl close to me die from COVID &amp; another hospitalized for 9 days (then at home on oxygen for 2+ weeks) Some ppl are very ""privileged"" not to have encountered a serious COVID case"	0
